assembly_session,vote_id,resolution,amendment,vote_date,significant_vote,yes_votes,no_votes,abstain,colonization,human_rights,israel_palestine,disarmament,nuclear_weapons,economic_development
1,3,R/1/66,1,1/1/1946,0,29,18,4,0,0,0,0,0,0
1,4,R/1/79,0,1/2/1946,0,9,34,8,0,0,0,0,0,0
1,5,R/1/98,0,1/4/1946,0,28,22,1,0,0,0,0,0,0
1,6,R/1/107,0,1/4/1946,0,12,27,10,0,1,0,0,0,0
1,7,R/1/295,1,1/2/1946,0,25,18,0,,,,,,
1,8,R/1/297,1,1/5/1946,0,38,1,2,0,0,0,0,0,1
1,9,R/1/329,0,2/5/1946,0,45,0,2,0,0,0,0,0,0
1,10,R/1/361,1,2/5/1946,0,46,2,0,0,0,0,0,0,0
1,11,R/1/376,0,2/5/1946,0,41,0,0,1,0,0,0,0,0
1,12,R/1/394,1,2/6/1946,0,21,22,3,0,0,0,0,0,0
1,13,R/1/434,1,2/1/1946,0,10,31,2,0,0,0,0,0,0
1,14,R/1/435,1,2/1/1946,0,7,30,5,0,0,0,0,0,0
1,15,R/1/435,1,2/1/1946,0,10,26,6,0,0,0,0,0,0
1,16,R/1/467,1,2/2/1946,0,7,34,7,0,0,0,0,0,0
1,17,R/1/467B,1,2/2/1946,0,27,19,2,0,0,0,0,0,0
1,18,R/1/532,1,2/3/1946,0,12,26,9,0,0,0,0,0,1
1,19,R/1/534,0,2/3/1946,0,32,6,11,0,0,0,0,0,1
1,20,R/1/1060,0,12/1/1946,0,29,24,1,0,0,0,0,0,0
1,21,R/1/1061A,1,12/1/1946,0,21,31,2,0,0,0,0,0,0
1,22,R/1/1061B,0,12/1/1946,0,32,15,7,0,0,0,0,0,0
1,23,R/1/1222,0,12/5/1946,0,34,6,13,0,0,0,0,0,0
1,24,R/1/1229,0,12/5/1946,0,36,4,9,0,0,0,0,0,1
1,25,R/1/1264,0,12/6/1946,0,36,6,9,0,0,0,0,0,0
1,26,R/1/1286,0,12/6/1946,0,6,34,11,1,0,0,0,0,0
1,27,R/1/1287/A,0,12/6/1946,0,41,6,5,1,0,0,0,0,0
1,28,R/1/1287/B,0,12/6/1946,0,41,6,5,1,0,0,0,0,0
1,29,R/1/1287C,0,12/6/1946,0,41,5,6,1,0,0,0,0,0
1,30,R/1/1288A,0,12/6/1946,0,41,5,6,1,0,1,0,0,0
1,31,R/1/1288B,0,12/6/1946,0,41,6,5,1,0,0,0,0,0
1,32,R/1/1288C,0,12/6/1946,0,41,6,5,1,0,0,0,0,0
1,33,R/1/1288D,0,12/6/1946,0,41,6,5,1,0,0,0,0,0
1,34,R/1/1288E,0,12/6/1946,0,41,6,5,1,0,1,0,0,0
1,35,R/1/1327,0,12/7/1946,0,37,0,9,1,0,0,0,0,0
1,36,R/1/1355,0,12/7/1946,0,25,24,4,1,0,0,0,0,0
1,37,R/1/1356,1,12/7/1946,0,23,14,17,1,0,0,0,0,0
1,38,R/1/1357,1,12/7/1946,0,31,1,21,1,0,0,0,0,0
1,39,R/1/1369,0,12/7/1946,0,28,15,7,1,0,0,0,0,0
1,40,R/1/1375,0,12/7/1946,0,46,7,0,0,0,0,0,0,0
1,41,R/1/1414A,1,12/1/1946,0,15,28,10,0,0,0,0,0,1
1,42,R/1/1414B,0,12/1/1946,0,25,22,6,0,0,0,0,0,1
1,43,R/1/1415,0,12/1/1946,0,34,11,8,0,0,0,0,0,1
1,44,R/1/1453,0,12/1/1946,0,30,5,18,0,0,0,0,0,0
1,45,R/1/1465,0,12/1/1946,0,14,35,4,0,0,0,0,0,0
2,46,R/2/299,0,9/4/1947,0,41,6,7,0,0,0,0,0,0
2,47,R/2/355,1,10/5/1947,0,21,23,11,0,1,0,0,0,0
2,48,R/2/461,0,10/6/1947,0,40,6,11,0,0,0,0,0,0
2,49,R/2/463,0,10/6/1947,0,7,34,16,0,0,0,0,0,0
2,50,R/2/465,0,10/6/1947,0,6,41,10,0,0,0,0,0,0
2,51,R/2/561,0,10/2/1947,0,13,23,17,1,0,0,0,0,0
2,52,R/2/650,0,11/6/1947,0,31,20,5,1,0,0,0,0,0
2,53,R/2/651,1,11/6/1947,0,36,9,11,1,0,0,0,0,0
2,54,R/2/651,1,11/6/1947,0,41,10,4,1,0,0,0,0,0
2,55,R/2/667,1,11/6/1947,0,24,24,1,1,0,0,0,0,0
2,56,R/2/719,1,11/1/1947,0,30,18,9,1,0,0,0,0,0
2,57,R/2/743,0,11/1/1947,0,29,22,5,1,0,0,0,0,0
2,58,R/2/744,1,11/1/1947,0,16,25,15,1,0,0,0,0,0
2,59,R/2/858,0,11/5/1947,0,7,34,16,1,0,0,0,0,0
2,60,R/2/940A,1,11/6/1947,0,16,27,11,0,0,0,0,0,0
2,61,R/2/940B,0,11/6/1947,0,32,17,5,0,0,0,0,0,0
2,62,R/2/1078A,0,11/1/1947,0,43,8,1,0,0,0,0,0,0
2,63,R/2/1078B,0,11/1/1947,0,40,9,3,0,0,0,0,0,0
2,64,R/2/1079A,0,11/1/1947,0,44,8,0,0,0,0,0,0,0
2,65,R/2/1079B,0,11/1/1947,0,43,8,1,0,0,0,0,0,0
2,66,R/2/1079C,0,11/1/1947,0,44,8,0,0,0,0,0,0,0
2,67,R/2/1080,0,11/1/1947,0,43,8,1,0,0,0,0,0,0
2,68,R/2/1095A,0,11/1/1947,0,37,5,11,0,0,0,0,0,0
2,69,R/2/1095B,0,11/1/1947,0,29,16,8,0,0,0,0,0,0
2,70,R/2/1096,0,11/1/1947,0,36,5,12,0,0,0,0,0,0
2,71,R/2/1169,0,11/4/1947,0,31,19,6,0,0,0,0,0,0
2,72,R/2/1170,0,11/4/1947,0,24,29,3,0,0,0,0,0,0
2,73,R/2/1214,0,11/4/1947,0,30,10,11,0,0,0,0,0,0
2,74,R/2/1305,1,11/5/1947,0,29,15,8,0,1,0,0,0,0
2,75,R/2/1306A,1,11/5/1947,0,34,15,2,0,1,0,0,0,0
2,76,R/2/1306B,1,11/5/1947,0,38,0,14,0,1,0,0,0,0
2,77,R/2/1424,0,11/6/1947,0,33,13,10,0,0,1,0,0,1
2,9001,SS/1/59,0,5/6/1947,0,15,24,9,,,,,,
2,9002,SS/1/114,1,5/6/1947,0,7,39,7,0,0,1,0,0,0
2,9003,SS/1/115,0,5/6/1947,0,43,7,3,0,0,1,0,0,0
2,9004,SS/1/175,0,5/2/1947,0,40,0,13,0,0,1,0,0,0
2,9005,SS/1/176A,0,5/2/1947,0,44,7,1,0,0,1,0,0,0
2,9006,SS/1/176B,0,5/2/1947,0,44,7,1,0,0,1,0,0,0
3,78,R/3/103,0,9/2/1948,0,16,29,10,0,0,0,0,0,0
3,79,R/3/108,0,9/2/1948,0,7,30,17,0,1,0,0,0,0
3,80,R/3/367,0,10/5/1948,0,6,30,13,0,0,0,0,0,0
3,81,R/3/393A,0,11/5/1948,0,41,6,2,1,0,0,0,0,0
3,82,R/3/393B,0,11/5/1948,0,44,7,0,1,0,0,0,0,0
3,83,R/3/393C,0,11/5/1948,0,44,0,7,1,0,0,0,0,0
3,84,R/3/394,0,11/5/1948,0,44,0,7,1,0,0,0,0,0
3,85,R/3/468,0,11/6/1948,0,6,40,5,0,0,0,0,1,0
3,86,R/3/469A,1,11/6/1948,0,9,15,26,0,0,0,0,1,0
3,87,R/3/469B,1,11/6/1948,0,5,31,15,0,0,0,0,1,0
3,88,R/3/489,0,11/6/1948,0,29,23,2,1,0,0,0,0,0
3,89,R/3/490A,0,11/6/1948,0,24,19,12,1,0,0,0,0,0
3,90,R/3/490B,0,11/6/1948,0,26,20,9,1,0,0,0,0,0
3,91,R/3/491A,0,11/6/1948,0,25,20,10,1,0,0,0,0,0
3,92,R/3/491B,0,11/6/1948,0,25,20,10,1,0,0,0,0,0
3,93,R/3/497,0,11/6/1948,0,30,11,12,0,0,0,0,0,0
3,94,R/3/564A,0,11/7/1948,0,6,38,6,0,0,0,1,1,0
3,95,R/3/564B,0,11/7/1948,0,6,30,14,0,0,0,1,1,0
3,96,R/3/565A,0,11/7/1948,0,7,31,14,0,0,0,1,0,0
3,97,R/3/565B,0,11/7/1948,0,9,24,19,0,0,0,1,0,0
3,98,R/3/566A,0,11/7/1948,0,6,42,5,0,0,0,1,0,0
3,99,R/3/566B,0,11/7/1948,0,6,36,10,0,0,0,1,0,0
3,100,R/3/566C,0,11/7/1948,0,6,37,9,0,0,0,1,1,0
3,101,R/3/567,0,11/7/1948,0,6,36,10,0,0,0,1,1,0
3,102,R/3/592,0,11/7/1948,0,32,14,5,1,0,0,0,0,0
3,103,R/3/609,0,11/7/1948,0,6,33,8,0,0,0,0,0,1
3,104,R/3/663,0,11/1/1948,0,7,37,10,0,0,0,0,0,0
3,105,R/3/701,0,12/3/1948,0,47,0,6,0,0,0,0,0,1
3,106,R/3/708,0,12/3/1948,0,30,19,5,0,0,0,0,0,0
3,107,R/3/709,0,12/3/1948,0,34,8,12,0,0,0,0,0,0
3,108,R/3/729,1,12/5/1948,0,8,38,12,0,0,0,0,0,0
3,109,R/3/730,1,12/5/1948,0,19,33,6,0,0,0,0,0,0
3,110,R/3/731,1,12/5/1948,0,14,32,12,0,0,0,0,0,0
3,111,R/3/732,1,12/5/1948,0,21,16,21,0,0,0,0,0,0
3,112,R/3/733,1,12/5/1948,0,43,13,2,0,0,0,0,0,0
3,113,R/3/754,1,12/6/1948,0,5,48,5,0,0,0,0,0,0
3,114,R/3/756,1,12/6/1948,0,30,21,7,0,0,0,0,0,0
3,115,R/3/757,0,12/6/1948,0,32,20,5,0,0,0,0,0,0
3,116,R/3/766,0,12/7/1948,0,11,31,9,1,0,0,0,0,0
3,117,R/3/801,1,12/7/1948,0,41,6,0,0,0,0,0,0,0
3,118,R/3/847,1,12/1/1948,0,14,31,8,0,1,0,0,0,0
3,119,R/3/848A,1,12/1/1948,0,8,39,8,0,1,0,0,0,0
3,120,R/3/848B,1,12/1/1948,0,10,31,14,0,1,0,0,0,0
3,121,R/3/849,1,12/1/1948,0,19,23,14,0,1,0,0,0,0
3,122,R/3/851,0,12/1/1948,0,56,0,0,1,1,0,0,0,0
3,123,R/3/930,1,12/2/1948,0,8,34,14,0,1,0,0,0,0
3,124,R/3/931A,1,12/2/1948,0,6,41,9,0,1,0,0,0,0
3,125,R/3/931B,1,12/2/1948,0,9,36,11,0,1,0,0,0,0
3,126,R/3/931C,1,12/2/1948,0,10,32,14,0,1,0,0,0,0
3,127,R/3/933,0,12/2/1948,0,48,0,8,0,1,0,0,0,0
3,128,R/3/993A,1,12/3/1948,0,6,47,5,0,0,1,0,0,0
3,129,R/3/993B,1,12/3/1948,0,46,8,3,0,0,1,0,0,0
3,130,R/3/995,1,12/3/1948,0,11,17,29,0,0,1,0,0,0
3,131,R/3/996,1,12/3/1948,0,35,15,8,0,0,1,0,0,0
3,132,R/3/997,0,12/3/1948,0,53,0,4,0,0,0,0,0,0
3,133,R/3/1002,0,12/3/1948,0,48,0,6,0,0,0,0,0,0
3,134,R/3/1042,1,12/4/1948,0,48,6,1,1,0,0,0,0,0
3,135,R/3/36A,0,4/1/1949,0,10,40,6,0,0,0,0,0,0
3,136,R/3/36B,0,4/1/1949,0,41,3,12,0,0,0,0,0,0
3,137,R/3/47A,0,4/2/1949,0,46,7,3,0,0,1,0,0,0
3,138,R/3/47B,0,4/2/1949,0,31,18,7,0,0,1,0,0,0
3,139,R/3/129A,0,4/3/1949,0,7,17,26,0,0,0,0,0,0
3,140,R/3/129B,0,4/3/1949,0,7,21,22,0,0,0,0,0,0
3,141,R/3/130A,0,4/3/1949,0,6,40,5,0,0,0,0,0,0
3,142,R/3/130B,0,4/3/1949,0,6,40,5,0,0,0,0,0,0
3,143,R/3/163,1,4/7/1949,0,39,6,11,0,1,0,0,0,0
3,144,R/3/163,1,4/7/1949,0,39,6,11,0,0,0,0,0,0
3,145,R/3/272A,0,4/5/1949,0,40,0,9,0,1,0,0,0,0
3,146,R/3/272B,0,4/5/1949,0,34,6,9,0,1,0,0,0,0
3,147,R/3/272C,0,4/5/1949,0,34,6,9,0,1,0,0,0,0
3,148,R/3/330,0,5/4/1949,0,37,12,9,0,0,1,0,0,0
3,149,R/3/426,1,5/6/1949,0,33,6,13,0,0,0,0,0,0
3,150,R/3/455,0,5/7/1949,0,47,1,10,0,0,0,0,0,0
3,151,R/3/501A,0,5/2/1949,0,26,15,16,0,0,0,0,0,0
3,152,R/3/501B,0,5/2/1949,0,8,28,20,0,0,0,0,0,0
3,153,R/3/502A,0,5/2/1949,0,8,30,18,0,0,0,0,0,0
3,154,R/3/502B,0,5/2/1949,0,10,33,13,0,0,0,0,0,0
3,155,R/3/502C,0,5/2/1949,0,8,35,13,0,0,0,0,0,0
3,156,R/3/503A,0,5/2/1949,0,7,35,13,0,0,0,0,0,0
3,157,R/3/503B,0,5/2/1949,0,7,33,16,0,0,0,0,0,0
3,158,R/3/504,0,5/2/1949,0,6,46,4,0,0,0,0,0,0
3,159,R/3/584A,1,5/3/1949,0,23,27,9,1,0,0,0,0,0
3,160,R/3/584B,1,5/3/1949,0,35,16,8,1,0,1,0,0,0
3,161,R/3/585A,1,5/3/1949,0,10,41,8,1,0,1,0,0,0
3,162,R/3/585B,0,5/3/1949,0,36,17,6,1,0,0,0,0,0
3,163,R/3/586,0,5/3/1949,0,36,15,7,1,0,0,0,0,0
3,164,R/3/587,1,5/3/1949,0,33,17,8,1,0,0,0,0,0
3,165,R/3/591,1,5/3/1949,0,21,8,29,1,0,0,0,0,0
3,166,R/3/592A,1,5/3/1949,0,21,9,28,1,0,0,0,0,0
3,167,R/3/592B,1,5/3/1949,0,3,39,16,1,0,0,0,0,0
3,168,R/3/593A,0,5/3/1949,0,35,19,4,1,0,0,0,0,0
3,169,R/3/593B,0,5/3/1949,0,37,11,10,1,0,0,0,0,0
3,170,R/3/593C,1,5/3/1949,0,22,28,8,1,0,1,0,0,0
3,171,R/3/595,1,5/3/1949,0,14,37,7,1,0,0,0,0,0
3,172,R/3/598,0,5/3/1949,0,21,28,9,1,0,0,0,0,0
3,173,R/3/608,0,5/4/1949,0,21,27,11,1,0,0,0,0,0
3,174,R/3/611,0,5/4/1949,0,2,43,10,0,0,0,0,0,0
3,9007,SS/2/33,1,5/5/1948,0,15,11,28,0,0,1,0,0,0
3,9008,SS/2/34A,1,5/5/1948,0,14,11,28,0,0,1,0,0,0
3,9009,SS/2/34B,1,5/5/1948,0,17,11,26,0,0,1,0,0,0
3,9010,SS/2/35A,1,5/5/1948,0,19,12,23,0,0,1,0,0,0
3,9011,SS/2/35B,1,5/5/1948,0,17,12,25,0,0,1,0,0,0
3,9012,SS/2/36,1,5/5/1948,0,20,15,19,0,0,1,0,0,0
3,9013,SS/2/44,0,5/5/1948,0,31,7,16,0,0,1,0,0,0
4,175,R/4/117,0,10/4/1949,0,38,10,10,0,0,0,0,0,0
4,176,R/4/150,0,10/6/1949,0,47,5,7,0,1,0,0,0,0
4,177,R/4/165,0,10/6/1949,0,28,24,3,0,0,0,0,0,0
4,178,R/4/188A,0,11/5/1949,0,29,21,7,1,0,0,0,0,0
4,179,R/4/188B,0,11/5/1949,0,55,1,1,1,0,0,0,0,0
4,180,R/4/189A,1,11/5/1949,0,52,1,4,1,0,0,0,0,0
4,181,R/4/189B,0,11/5/1949,0,48,5,4,1,0,0,0,0,0
4,182,R/4/211,0,11/6/1949,0,55,0,0,0,0,0,0,0,1
4,183,R/4/212,0,11/6/1949,0,20,21,14,,,,,,
4,184,R/4/264A,0,11/1/1949,0,8,27,23,0,0,0,0,0,0
4,185,R/4/264B,0,11/1/1949,0,6,36,16,0,0,0,0,0,0
4,186,R/4/264C,0,11/1/1949,0,6,46,6,0,0,0,0,0,0
4,187,R/4/264D,0,11/1/1949,0,6,47,5,0,0,0,0,0,0
4,188,R/4/264E,0,11/1/1949,0,5,41,12,0,0,0,0,0,0
4,189,R/4/264F,0,11/1/1949,0,6,42,10,0,0,0,0,0,0
4,190,R/4/265,0,11/1/1949,0,6,51,1,0,0,0,0,0,0
4,191,R/4/301A,1,11/4/1949,0,14,37,7,1,0,0,0,0,0
4,192,R/4/301B,1,11/4/1949,0,16,35,7,1,0,0,0,0,0
4,193,R/4/302A,1,11/4/1949,0,10,36,12,1,0,0,0,0,0
4,194,R/4/302B,0,11/4/1949,0,49,0,9,1,0,0,0,0,0
4,195,R/4/302C,0,11/4/1949,0,48,7,3,1,0,0,0,0,0
4,196,R/4/302D,0,11/4/1949,0,47,5,6,1,0,0,0,0,0
4,197,R/4/302,0,11/4/1949,0,48,1,9,1,0,0,0,0,0
4,198,R/4/358A,0,11/6/1949,0,5,50,1,0,0,0,1,1,0
4,199,R/4/358B,0,11/6/1949,0,5,51,1,0,0,0,1,1,0
4,200,R/4/358C,0,11/6/1949,0,6,41,10,0,0,0,1,1,0
4,201,R/4/383A,0,11/1/1949,0,6,16,25,0,0,0,0,0,1
4,202,R/4/383B,0,11/1/1949,0,6,14,26,0,0,0,0,0,1
4,203,R/4/383C,0,11/1/1949,0,7,7,33,0,0,0,0,0,1
4,204,R/4/383D,0,11/1/1949,0,6,6,35,0,0,0,0,0,1
4,205,R/4/383E,0,11/1/1949,0,8,4,34,0,0,0,0,0,0
4,206,R/4/383F,0,11/1/1949,0,6,6,33,0,0,0,0,0,1
4,207,R/4/384A,0,11/1/1949,0,13,4,29,0,0,0,0,0,1
4,208,R/4/384B,0,11/1/1949,0,15,4,26,0,0,0,0,0,0
4,209,R/4/384C,0,11/1/1949,0,7,5,33,0,0,0,1,0,0
4,210,R/4/384D,0,11/1/1949,0,11,3,32,0,0,0,0,0,1
4,211,R/4/384E,0,11/1/1949,0,10,3,34,0,0,0,0,0,1
4,212,R/4/384F,0,11/1/1949,0,6,11,30,0,0,0,0,0,1
4,213,R/4/385,0,11/1/1949,0,7,12,28,0,0,0,0,0,1
4,214,R/4/461,0,12/3/1949,0,30,12,10,1,0,0,0,0,0
4,215,R/4/471A,1,12/3/1949,0,14,33,4,1,1,0,0,0,0
4,216,R/4/471B,1,12/3/1949,0,14,34,3,1,1,0,0,0,0
4,217,R/4/371C,0,12/3/1949,0,35,2,15,0,0,0,0,0,0
4,218,R/4/535A,0,12/7/1949,0,42,4,5,1,0,0,0,0,0
4,219,R/4/535B,0,12/7/1949,0,29,12,11,1,0,0,0,0,0
4,220,R/4/535C,0,12/7/1949,0,27,14,11,1,0,0,0,0,0
4,221,R/4/536A,0,12/7/1949,0,32,3,17,1,0,0,0,0,0
4,222,R/4/536B,0,12/7/1949,0,29,12,11,1,0,0,0,0,0
4,223,R/4/536C,1,12/7/1949,0,33,9,10,1,0,0,0,0,0
4,224,R/4/537,0,12/7/1949,0,21,20,11,1,0,0,0,0,0
4,225,R/4/570,0,12/2/1949,0,25,4,16,0,0,0,0,0,0
4,226,R/4/571,0,12/2/1949,0,29,7,20,0,0,0,0,0,0
4,227,R/4/605A,0,12/3/1949,0,14,34,11,0,0,1,0,0,0
4,228,R/4/605B,0,12/3/1949,0,20,34,5,0,0,1,0,0,0
4,229,R/4/606A,0,12/3/1949,0,39,14,6,0,0,1,0,0,0
4,230,R/4/606B,0,12/3/1949,0,39,14,6,0,0,1,0,0,0
4,231,R/4/606C,0,12/3/1949,0,38,15,6,0,0,1,0,0,0
4,232,R/4/606D,0,12/3/1949,0,37,14,8,0,0,1,0,0,0
4,233,R/4/606E,0,12/3/1949,0,37,14,8,0,0,1,0,0,0
4,234,R/4/607A,0,12/3/1949,0,37,14,8,0,0,1,0,0,0
4,235,R/4/607,0,12/3/1949,0,37,14,8,0,0,1,0,0,0
4,236,R/4/607C,0,12/3/1949,0,38,15,6,0,0,1,0,0,0
4,237,R/4/607D,0,12/3/1949,0,38,14,7,0,0,1,0,0,0
4,238,R/4/613,1,12/3/1949,0,13,32,12,1,0,0,0,0,0
5,239,R/5/15,0,9/1/1950,0,16,33,10,0,0,0,0,0,0
5,240,R/5/233A,0,10/7/1950,0,19,35,6,0,0,0,0,0,0
5,241,R/5/233B,0,10/7/1950,0,19,27,14,0,0,0,0,0,0
5,242,R/5/233C,0,10/7/1950,0,14,31,15,0,0,0,0,0,0
5,243,R/5/234A,0,10/7/1950,0,6,46,8,0,0,0,0,0,0
5,244,R/5/234B,0,10/7/1950,0,5,48,7,0,0,0,0,0,0
5,245,R/5/234C,0,10/7/1950,0,8,42,10,0,0,0,0,0,0
5,246,R/5/234D,0,10/7/1950,0,5,47,8,0,0,0,0,0,0
5,247,R/5/234E,0,10/7/1950,0,6,45,9,0,0,0,0,0,0
5,248,R/5/235A,0,10/7/1950,0,16,33,11,0,0,0,0,0,0
5,249,R/5/235B,0,10/7/1950,0,22,25,13,0,0,0,0,0,0
5,250,R/5/235C,0,10/7/1950,0,5,52,3,0,0,0,0,0,0
5,251,R/5/235D,0,10/7/1950,0,5,55,0,0,0,0,0,0,0
5,252,R/5/347,0,11/2/1950,0,52,5,2,0,0,0,0,0,0
5,253,R/5/380A,0,11/3/1950,0,38,10,12,0,0,0,0,0,0
5,254,R/5/380B,0,11/3/1950,0,39,10,11,0,0,0,0,0,0
5,255,R/5/381,0,11/3/1950,0,38,10,12,0,0,0,0,0,0
5,256,R/5/423,1,11/2/1950,0,24,20,15,1,0,1,0,0,0
5,257,R/5/519,0,12/4/1950,0,35,17,7,0,0,0,0,0,0
5,258,R/5/525,1,12/4/1950,0,5,50,1,0,0,0,0,0,0
5,259,R/5/532A,0,12/5/1950,0,46,3,10,0,0,0,0,0,0
5,260,R/5/532B,0,12/5/1950,0,29,5,25,0,1,0,0,0,0
5,261,R/5/533A,0,12/5/1950,0,48,3,9,0,0,0,0,0,0
5,262,R/5/533B,0,12/5/1950,0,39,7,14,0,0,0,0,0,0
5,263,R/5/533C,0,12/5/1950,0,50,4,6,,,,,,
5,264,R/5/533D,0,12/5/1950,0,35,13,12,,,,,,
5,265,R/5/534A,0,12/5/1950,0,38,5,17,0,1,0,0,0,0
5,266,R/5/534B,0,12/5/1950,0,33,6,21,0,1,0,0,0,0
5,267,R/5/546A,0,12/5/1950,0,46,10,4,1,0,0,0,0,0
5,268,R/5/546B,0,12/5/1950,0,10,36,14,1,0,0,0,0,0
5,269,R/5/547,0,12/5/1950,0,53,1,3,1,0,0,0,0,0
5,270,R/5/548A,0,12/5/1950,0,25,16,14,1,0,0,0,0,0
5,271,R/5/548B,0,12/5/1950,0,53,0,2,1,0,0,0,0,0
5,272,R/5/548C,0,12/5/1950,0,41,0,14,1,0,0,0,0,0
5,273,R/5/549A,0,12/5/1950,0,47,0,8,1,0,0,0,0,0
5,274,R/5/549B,0,12/5/1950,0,33,11,12,0,0,0,0,0,0
5,275,R/5/549C,0,12/5/1950,0,55,0,2,1,0,0,0,0,0
5,276,R/5/563,1,12/7/1950,0,7,37,14,0,1,0,0,0,0
5,277,R/5/587A,0,12/7/1950,0,11,27,16,0,0,0,0,0,0
5,278,R/5/587B,0,12/7/1950,0,18,15,21,0,0,0,0,0,0
5,279,R/5/601A,0,12/1/1950,0,37,10,9,1,1,0,0,0,0
5,280,R/5/601B,0,12/1/1950,0,32,13,13,1,0,0,0,0,0
5,281,R/5/604,1,12/1/1950,0,41,4,12,0,0,0,0,0,0
5,282,R/5/629,0,12/2/1950,0,45,6,5,1,0,0,0,0,0
5,283,R/5/631A,1,12/2/1950,0,8,24,22,1,0,0,0,0,0
5,284,R/5/631B,0,12/2/1950,0,30,10,16,1,0,0,0,0,0
5,285,R/5/652,0,12/2/1950,0,47,5,3,0,0,0,1,1,0
5,286,R/5/660,0,12/3/1950,0,52,5,1,0,0,0,0,0,0
5,287,R/5/663,0,12/3/1950,0,31,16,11,0,0,0,0,0,0
5,288,R/5/684,0,12/4/1950,0,30,18,9,0,0,1,0,0,0
5,289,R/5/696,0,2/2/1951,0,44,7,9,0,0,0,0,0,0
5,290,R/5/730,0,3/7/1951,0,24,17,12,0,0,0,0,0,0
5,291,R/5/742,0,5/1/1951,0,47,0,8,0,0,0,0,0,0
6,292,R/6/229,0,12/5/1951,0,54,5,1,0,0,0,0,0,0
6,293,R/6/265,0,12/4/1951,0,22,28,7,0,0,0,0,0,0
6,294,R/6/239,0,12/4/1951,0,28,23,7,0,0,0,0,0,0
6,295,R/6/287,0,12/4/1951,0,45,6,8,0,0,0,0,0,0
6,296,R/6/313,0,1/1/1952,0,5,42,11,0,0,0,0,0,0
6,297,R/6/326A,0,1/2/1952,0,51,5,3,0,0,0,0,0,0
6,298,R/6/326B,0,1/2/1952,0,57,0,2,0,0,0,0,0,0
6,299,R/6/330,0,1/2/1952,0,44,0,14,0,0,0,0,0,0
6,300,R/6/338,0,1/2/1952,0,30,16,11,0,0,0,0,0,1
6,301,R/6/348,0,1/1/1952,0,28,18,10,1,0,0,0,0,0
6,302,R/6/349A,0,1/1/1952,0,32,15,9,1,0,0,0,0,0
6,303,R/6/349B,0,1/1/1952,0,38,8,11,1,0,0,0,0,0
6,304,R/6/354,0,1/1/1952,0,13,16,26,1,0,0,0,0,0
6,305,R/6/370,0,1/2/1952,0,23,24,12,1,0,0,0,0,0
6,306,R/6/375A,0,1/2/1952,0,45,5,8,1,0,0,0,0,0
6,307,R/6/375B,0,1/2/1952,0,36,0,22,1,0,0,0,0,0
6,308,R/6444A,0,1/7/1952,0,29,24,2,0,0,0,0,0,0
6,309,R/6/444B,0,1/7/1952,0,29,23,3,0,0,0,0,0,0
6,310,R/6/455,0,2/4/1952,0,25,9,24,0,0,0,0,0,0
6,311,R/6/469,0,2/4/1952,0,22,21,16,0,0,0,0,0,0
6,312,R/6/492A,0,2/7/1952,0,40,10,4,0,1,0,0,0,0
6,313,R/6/492B,0,2/7/1952,0,31,10,13,0,1,0,0,0,0
6,314,R/6/518,1,2/1/1952,0,25,29,4,0,1,0,0,0,0
6,315,R/6/519,0,2/1/1952,0,36,11,12,0,1,0,0,0,0
6,316,R/6/523,0,2/1/1952,0,51,5,2,0,0,0,0,0,0
7,317,R/7/13,0,10/6/1952,0,25,27,8,0,0,0,0,0,0
7,318,R/7/67,0,10/2/1952,0,10,41,8,0,1,0,0,0,0
7,319,R/7/69,0,10/2/1952,0,45,6,8,0,1,0,0,0,0
7,320,R/7/132A,0,10/6/1952,0,5,46,7,0,0,0,0,0,0
7,321,R/7/132B,0,10/6/1952,0,53,5,0,0,0,0,0,0,0
7,322,R/7/167A,0,10/3/1952,0,35,5,20,0,0,0,0,0,0
7,323,R/7/167B,0,10/3/1952,0,42,9,9,0,0,0,0,0,0
7,324,R/7/168,0,10/3/1952,0,42,7,11,0,0,0,0,0,0
7,325,R/7/182,0,11/4/1952,0,53,0,6,0,0,0,0,0,0
7,326,R/7/300A,1,12/5/1952,0,5,46,9,0,0,0,0,0,0
7,327,R/7/300B,1,12/5/1952,0,5,46,9,0,0,0,0,0,0
7,328,R/7/300C,1,12/5/1952,0,5,46,9,0,0,0,0,0,0
7,329,R/7/301,1,12/5/1952,0,54,5,1,0,0,0,0,0,0
7,330,R/7/307,0,12/5/1952,0,5,40,11,0,0,0,0,0,0
7,331,R/7/330,0,12/7/1952,0,41,1,15,0,0,0,0,0,0
7,332,R/7/332,0,12/7/1952,0,6,43,9,0,0,0,0,0,0
7,333,R/7/333A,0,12/7/1952,0,35,17,7,0,0,0,0,0,0
7,334,R/7/333B,0,12/7/1952,0,35,1,23,0,0,0,0,0,0
7,335,R/7/334,0,12/7/1952,0,24,1,34,0,1,0,0,0,0
7,336,R/7/354,0,12/5/1952,0,11,18,30,,,,,,
7,337,R/7/355,0,12/5/1952,0,36,15,7,1,0,0,0,0,0
7,338,R/7/365,1,12/4/1952,0,9,35,14,0,0,0,0,0,0
7,339,R/7/374,0,12/4/1952,0,38,13,9,1,0,0,0,0,0
7,340,R/7/375A,0,12/4/1952,0,39,3,17,1,0,0,0,0,0
